codigo,denominacion,grupo_generico,clase
74643745,"ESCRITORIO DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74643779,"ESCRITORIO DE METAL","74: OFICINA","64: MOBILIARIO"
74643847,"ESCRITORIO DE METAL Y MADERA","74: OFICINA","64: MOBILIARIO"
74643881,"ESCRITORIO DE METAL Y MELAMINA","74: OFICINA","64: MOBILIARIO"
74643898,"ESQUINERO DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74643915,"ESTAFETA DE MADERA","74: OFICINA","64: MOBILIARIO"
74643983,ESTANDARTE,"74: OFICINA","64: MOBILIARIO"
74644016,"ESTANTE ARCHIVADOR DE MADERA","74: OFICINA","64: MOBILIARIO"
74644033,"ESTANTE ARCHIVADOR DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74644050,"ESTANTE CORREDIZO - ESTANTE MOVIL","74: OFICINA","64: MOBILIARIO"
74644118,"ESTANTE DE MADERA","74: OFICINA","64: MOBILIARIO"
74644152,"ESTANTE DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74644186,"ESTANTE DE METAL","74: OFICINA","64: MOBILIARIO"
74644254,"ESTANTE DE METAL Y MADERA","74: OFICINA","64: MOBILIARIO"
74644288,"ESTANTE DE METAL Y MELAMINA","74: OFICINA","64: MOBILIARIO"
74644322,"ESTANTE ESCRITORIO","74: OFICINA","64: MOBILIARIO"
74644356,"EXHIBIDOR DE PUBLICACIONES","74: OFICINA","64: MOBILIARIO"
74644390,"FICHERO DE MADERA","74: OFICINA","64: MOBILIARIO"
74644458,"FICHERO DE METAL","74: OFICINA","64: MOBILIARIO"
74644474,"GABINETE DE MADERA","74: OFICINA","64: MOBILIARIO"
74644482,"GABINETE DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74644491,"GABINETE DE METAL","74: OFICINA","64: MOBILIARIO"
74644525,"LIBRERO DE MADERA","74: OFICINA","64: MOBILIARIO"
74644542,"LIBRERO DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74644559,"LIBRERO DE METAL","74: OFICINA","64: MOBILIARIO"
74644593,"MALETAS EN GENERAL (MAYOR A 1/4 UIT)","74: OFICINA","64: MOBILIARIO"
74644661,"MALETIN (MAYOR A 1/4 UIT)","74: OFICINA","64: MOBILIARIO"
74644729,"MAMPARA DE MADERA","74: OFICINA","64: MOBILIARIO"
74644763,"MAMPARA DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74644797,"MAMPARA DE METAL","74: OFICINA","64: MOBILIARIO"
74644842,"MESA (OTRAS)","74: OFICINA","64: MOBILIARIO"
74644887,"MESA DE FIBRA DE VIDRIO","74: OFICINA","64: MOBILIARIO"
74644932,"MESA DE MADERA","74: OFICINA","64: MOBILIARIO"
74645000,"MESA DE MADERA PARA DIBUJO","74: OFICINA","64: MOBILIARIO"
74645033,"MESA DE MADERA PARA MONTAJE","74: OFICINA","64: MOBILIARIO"
74645050,"MESA DE MADERA Y METAL","74: OFICINA","64: MOBILIARIO"
74645056,"MESA DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74645062,"MESA DE MELAMINA PARA DIBUJO","74: OFICINA","64: MOBILIARIO"
74645068,"MESA DE METAL","74: OFICINA","64: MOBILIARIO"
74645102,"MESA DE METAL CON PLATOS GIRATORIOS PARA REBOBINADO","74: OFICINA","64: MOBILIARIO"
74645136,"MESA DE METAL PARA DIBUJO","74: OFICINA","64: MOBILIARIO"
74645170,"MESA DE METAL PARA MONTAJE","74: OFICINA","64: MOBILIARIO"
74645186,"MESA DE METAL Y MELAMINA","74: OFICINA","64: MOBILIARIO"
74645203,"MESA DE REUNIONES","74: OFICINA","64: MOBILIARIO"
74645237,"MESA DE SUCCION","74: OFICINA","64: MOBILIARIO"
74645254,"MESA ESQUINERA DE MADERA","74: OFICINA","64: MOBILIARIO"
74645262,"MESA ESQUINERA DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74645271,"MESA PLEGABLE DE MADERA","74: OFICINA","64: MOBILIARIO"
74645305,"MESA PLEGABLE DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74645339,"MESA PLEGABLE DE METAL","74: OFICINA","64: MOBILIARIO"
74645407,"MESITA DE CENTRO","74: OFICINA","64: MOBILIARIO"
74645441,"MESITA DE FIBRA DE VIDRIO","74: OFICINA","64: MOBILIARIO"
74645458,"MESITA DE MADERA","74: OFICINA","64: MOBILIARIO"
74645475,"MESITA DE MADERA PARA MAQUINA DE ESCRIBIR","74: OFICINA","64: MOBILIARIO"
74645542,"MESITA DE MADERA PARA NIÑOS","74: OFICINA","64: MOBILIARIO"
74645610,"MESITA DE MADERA PARA TELEFONO","74: OFICINA","64: MOBILIARIO"
74645616,"MESITA DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74645622,"MESITA DE MELAMINA PARA MAQUINA DE ESCRIBIR","74: OFICINA","64: MOBILIARIO"
74645628,"MESITA DE MELAMINA PARA NIÑOS","74: OFICINA","64: MOBILIARIO"
74645634,"MESITA DE MELAMINA PARA TELEFONO","74: OFICINA","64: MOBILIARIO"
74645644,"MESITA DE METAL","74: OFICINA","64: MOBILIARIO"
74645678,"MESITA DE METAL PARA MAQUINA DE ESCRIBIR","74: OFICINA","64: MOBILIARIO"
74645746,"MESITA DE METAL PARA NIÑOS","74: OFICINA","64: MOBILIARIO"
74645814,"MESITA DE METAL PARA TELEFONO","74: OFICINA","64: MOBILIARIO"
74645848,"MESITA DE OTRO MATERIAL","74: OFICINA","64: MOBILIARIO"
74645882,"MESITA LATERAL DE MADERA","74: OFICINA","64: MOBILIARIO"
74645915,"MESITA LATERAL DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74645949,"MESITA LATERAL DE METAL","74: OFICINA","64: MOBILIARIO"
74645966,"MESITA METALICA PARA MULTIPLE USO","74: OFICINA","64: MOBILIARIO"
74645974,"MESITA PARA COMPUTADORA PORTATIL","74: OFICINA","64: MOBILIARIO"
74645983,"MODULO DE COMPUTO (OTROS)","74: OFICINA","64: MOBILIARIO"
74646000,"MODULO DE DEMOSTRACION PORTATIL DE ATENCION AL CLIENTE","74: OFICINA","64: MOBILIARIO"
74646017,"MODULO DE MADERA","74: OFICINA","64: MOBILIARIO"
74646051,"MODULO DE MADERA PARA APRENDIZAJE DE IDIOMAS","74: OFICINA","64: MOBILIARIO"
74646068,"MODULO DE MADERA PARA EXPOSITOR","74: OFICINA","64: MOBILIARIO"
74646085,"MODULO DE MADERA PARA MICROCOMPUTADORA","74: OFICINA","64: MOBILIARIO"
74646098,"MODULO DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74646111,"MODULO DE MELAMINA PARA APRENDIZAJE DE IDIOMAS","74: OFICINA","64: MOBILIARIO"
74646124,"MODULO DE MELAMINA PARA COMPUTADORA","74: OFICINA","64: MOBILIARIO"
74646137,"MODULO DE MELAMINA PARA EXPOSITOR","74: OFICINA","64: MOBILIARIO"
74646153,"MODULO DE METAL","74: OFICINA","64: MOBILIARIO"
74646187,"MODULO DE METAL PARA EXPOSITOR","74: OFICINA","64: MOBILIARIO"
74646221,"MODULO DE METAL PARA MICROCOMPUTADORA","74: OFICINA","64: MOBILIARIO"
74646255,"MODULO PARA DESCANZAR LOS PIES","74: OFICINA","64: MOBILIARIO"
74646288,"MOSTRADOR DE MADERA","74: OFICINA","64: MOBILIARIO"
74646322,"MOSTRADOR DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74646356,"MOSTRADOR DE METAL Y MADERA","74: OFICINA","64: MOBILIARIO"
74646390,"MOSTRADOR DE METAL Y MELAMINA","74: OFICINA","64: MOBILIARIO"
74646424,"MOSTRADOR ESQUINERO DE MADERA","74: OFICINA","64: MOBILIARIO"
74646458,"MOSTRADOR ESQUINERO DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74646492,"MOSTRADOR ESQUINERO DE METAL","74: OFICINA","64: MOBILIARIO"
74646560,"MOSTRADOR METALICO","74: OFICINA","64: MOBILIARIO"
74646582,"MUEBLE BAR","74: OFICINA","64: MOBILIARIO"
74646604,"MUEBLE CASILLERO DE SEGURIDAD BANCARIO","74: OFICINA","64: MOBILIARIO"
74646615,"ORGANIZADOR RODANTE DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74646627,"PANEL PUBLICITARIO","74: OFICINA","64: MOBILIARIO"
74646695,"PANTALLA ECRAN","74: OFICINA","64: MOBILIARIO"
74646763,"PANTALLA PARA RAYOS LASER","74: OFICINA","64: MOBILIARIO"
74646831,PAPELOGRAFO,"74: OFICINA","64: MOBILIARIO"
74646933,"PARANTE ORDENADOR DE FILAS","74: OFICINA","64: MOBILIARIO"
74646966,"PEDESTAL DE MADERA","74: OFICINA","64: MOBILIARIO"
74647034,"PEDESTAL DE METAL","74: OFICINA","64: MOBILIARIO"
74647102,"PERCHERO DE MADERA (MAYOR A 1/4 UIT)","74: OFICINA","64: MOBILIARIO"
74647238,"PERCHERO METALICO","74: OFICINA","64: MOBILIARIO"
74647271,"PERCHERO SOMBRERERO","74: OFICINA","64: MOBILIARIO"
74647305,"PIZARRA ACRILICA","74: OFICINA","64: MOBILIARIO"
74647373,"PIZARRA DE MADERA","74: OFICINA","64: MOBILIARIO"
74647407,"PIZARRA DE METAL","74: OFICINA","64: MOBILIARIO"
74647441,"PIZARRA DIAGRAMADORA - PLANNING","74: OFICINA","64: MOBILIARIO"
74647509,"PIZARRA MURAL - FRANELOGRAFO","74: OFICINA","64: MOBILIARIO"
74647543,"PLANO INCLINADO","74: OFICINA","64: MOBILIARIO"
74647577,"PLANOTECA DE MADERA","74: OFICINA","64: MOBILIARIO"
74647611,"PLANOTECA DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74647645,"PLANOTECA DE METAL","74: OFICINA","64: MOBILIARIO"
74647678,"PLATAFORMA DE AISLAMIENTO SISMICO","74: OFICINA","64: MOBILIARIO"
74647712,"PORTA REVISTAS","74: OFICINA","64: MOBILIARIO"
74647780,"PORTA SACO (MAYOR A 1/4 UIT)","74: OFICINA","64: MOBILIARIO"
74647813,PUF,"74: OFICINA","64: MOBILIARIO"
74647848,"REPISA (MAYOR A 1/4 UIT)","74: OFICINA","64: MOBILIARIO"
74647916,ROPERO,"74: OFICINA","64: MOBILIARIO"
74647984,"ROTAFOLIO (OTROS)","74: OFICINA","64: MOBILIARIO"
74648051,"ROTAFOLIO DE METAL","74: OFICINA","64: MOBILIARIO"
74648119,"SILLA FIJA DE MADERA","74: OFICINA","64: MOBILIARIO"
74648187,"SILLA FIJA DE METAL","74: OFICINA","64: MOBILIARIO"
74648255,"SILLA FIJA DE OTRO MATERIAL","74: OFICINA","64: MOBILIARIO"
74648323,"SILLA GIRATORIA DE MADERA","74: OFICINA","64: MOBILIARIO"
74648390,"SILLA GIRATORIA DE METAL","74: OFICINA","64: MOBILIARIO"
74648458,"SILLA PLEGABLE DE MADERA","74: OFICINA","64: MOBILIARIO"
74648526,"SILLA PLEGABLE DE METAL","74: OFICINA","64: MOBILIARIO"
74648594,"SILLA PLEGLABLE DE OTRO MATERIAL","74: OFICINA","64: MOBILIARIO"
74648662,"SILLA PORTABEBE PARA VEHICULO","74: OFICINA","64: MOBILIARIO"
74648695,"SILLON CAMA","74: OFICINA","64: MOBILIARIO"
74648712,"SILLON DE FIBRA DE VIDRIO","74: OFICINA","64: MOBILIARIO"
74648729,"SILLON FIJO DE MADERA","74: OFICINA","64: MOBILIARIO"
74648797,"SILLON FIJO DE METAL","74: OFICINA","64: MOBILIARIO"
74648831,"SILLON GIRATORIO (OTROS)","74: OFICINA","64: MOBILIARIO"
74648865,"SILLON GIRATORIO DE MADERA","74: OFICINA","64: MOBILIARIO"
74648933,"SILLON GIRATORIO DE METAL","74: OFICINA","64: MOBILIARIO"
74648950,"SILLON MODULAR","74: OFICINA","64: MOBILIARIO"
74648958,"SILLON RECLINABLE DE METAL","74: OFICINA","64: MOBILIARIO"
74648967,"SOFA CAMA","74: OFICINA","64: MOBILIARIO"
74649001,"SOFA DE MADERA","74: OFICINA","64: MOBILIARIO"
74649068,"SOFA DE METAL","74: OFICINA","64: MOBILIARIO"
74649085,"SOPORTE EXPOSITOR DE CARTELES - BANNER STANDS","74: OFICINA","64: MOBILIARIO"
74649102,"SOPORTE METALICO EXHIBIDOR PARA ATAUD","74: OFICINA","64: MOBILIARIO"
74649204,"TABLERO DE METAL PARA CONTROL VISUAL CON PEDESTAL","74: OFICINA","64: MOBILIARIO"
74649272,"TABLERO DE METAL PARA CONTROL VISUAL DE PARED","74: OFICINA","64: MOBILIARIO"
74649340,"TABLERO PARA AVISOS - ANUNCIOS","74: OFICINA","64: MOBILIARIO"
74649374,"TABLERO PARA ORDENAR BOLAS DE SORTEO","74: OFICINA","64: MOBILIARIO"
74649408,"TABURETE FIJO DE MADERA","74: OFICINA","64: MOBILIARIO"
74649475,"TABURETE FIJO DE METAL","74: OFICINA","64: MOBILIARIO"
74649543,"TABURETE GIRATORIO DE METAL","74: OFICINA","64: MOBILIARIO"
74649576,TARIMA,"74: OFICINA","64: MOBILIARIO"
74649611,"TARJETERO DE MADERA","74: OFICINA","64: MOBILIARIO"
74649679,"TARJETERO DE METAL","74: OFICINA","64: MOBILIARIO"
74649713,"TITIRITERO RODANTE DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74649747,"TRIPODE PARA CAMARA FOTOGRAFICA","74: OFICINA","64: MOBILIARIO"
74649780,"VITRINA (OTRAS)","74: OFICINA","64: MOBILIARIO"
74649814,"VITRINA DE MADERA","74: OFICINA","64: MOBILIARIO"
74649848,"VITRINA DE MELAMINA","74: OFICINA","64: MOBILIARIO"
74649882,"VITRINA DE METAL","74: OFICINA","64: MOBILIARIO"
74649950,"VITRINA DE METAL Y MADERA","74: OFICINA","64: MOBILIARIO"
74649974,"VITRINA DE METAL Y MELAMINA","74: OFICINA","64: MOBILIARIO"
81220001,"MAQUINA EXTENSION DE ESPALDA - BACK EXTENSION","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220002,"MAQUINA GEMELO SENTADO - SEATED CALF MACHINE","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220003,"BANCO PRESS DECLINADO - DECLINE BENCH","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220004,"MAQUINA DE EXTENSION DE PIERNAS PARADO - STANDING LEG EXTENSION","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220050,"ALA DELTA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220127,"ALFOMBRA DE CONTACTO PARA EVALUAR VELOCIDAD Y SALTO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220204,"APARATO AUTOMATICO PARA DISCOS COMPACTOS MUSICALES","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220281,ARCABUZ,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220285,"BANCO SISSY SQUAT","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220359,"ARCO PARA FLECHA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220669,"AUTOMOVIL PARA CARRERA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81220978,"BALA PARA ATLETISMO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221288,BALLESTA,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221308,"BANCA DE HIPEREXTENSIONES - ROMAN CHAIR","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221328,"BANCO CRUNCH REGULABLE - ABDOMINAL CRUNCH","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221348,"BANCO INCLINADO MULTIFUNCION","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221368,"BANCO MULTIANGULAR MULTIFUNCION - BANCO 90°","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221388,"BANCO MULTIPLE DE ABDOMINALES HIPEREXTENSIONES","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221408,"BANCO PLANO OLIMPICO - BANCO HORIZONTAL OLIMPICO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221428,"BANCO PRESS INCLINADO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221448,"BANCO PRESS INCLINADO OLIMPICO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221468,"BANCO PRESS INCLINADO PARA PECHO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221488,"BANCO PRESS PARA HOMBROS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221508,"BANCO PRESS PARA HOMBROS OLIMPICO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221528,"BANCO PRESS PARA PECHO OLIMPICO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221548,"BANCO PRESS PLANO - BANCO PRESS HORIZONTAL","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221568,"BANCO PRESS PLANO OLIMPICO - BANCO PRESS HORIZONTAL OLIMPICO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221597,BICICLETA,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81221906,"BICICLETA ESTACIONARIA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81222525,"CAMA ELASTICA PARA SALTAR","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81222576,"CAMARA FOTOGRAFICA SUBMARINA/SUBACUATICA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81222628,"CAMILLA BICEP FEMORAL - PANTORRILLERA - LEG CURLING","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81222640,"CANAL DE RETORNO DE BALAS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81222834,"CAÑA DE PESCAR","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81223144,CARABINA,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81223504,"CHALECO COMPENSADOR DE FLOTABILIDAD","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81223556,"CINTA DE ANDAR","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81223659,"CINTA DE CORRER MOTORIZADA - TROTADORA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81223763,"COCHE PARA KARTISMO - CHACHICAR","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81224072,"CRONOMETRO PARA AJEDREZ","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81224381,"DISCO DE METAL PARA LEVANTAMIENTO DE PESAS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81224458,"DISCO PARA ATLETISMO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81224484,"DOBLE POLEA MULTIFUNCION","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81224510,"DOMINADA ASISTIDA MULTIFUNCION","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81224536,"EQUIPO DE GIMNASIO MULTIUSOS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81224613,"ESCALADORA - MAQUINA DE SUBIR ESCALERAS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81224691,ESCOPETA,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81225000,"ESPADA DE METAL","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81225154,ESPADIN,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81225309,ESQUI,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81225619,"FLORETE DE METAL","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81225773,FUSIL,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81225928,"GARROCHA PARA ATLETISMO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226238,"JABALINAS DE ALUMINIO Y MADERA PARA ATLETISMO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226260,"JUEGO DE SENSOR DE PARTIDA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226557,"LINTERNA PARA BUCEO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226876,MANCUERNAS,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226896,"MAQUINA CRUZ DE HIERRO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226916,"MAQUINA DE ADUCTORES ABDUCTORES","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226920,"MAQUINA DE BURBUJAS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226924,"MAQUINA DE ESPUMA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226928,"MAQUINA DE HUMO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226932,"MAQUINA DE NIEVE","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226936,"MAQUINA DE REMO VERTICAL - SEATED ROWING","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226956,"MAQUINA EXTENSION DE PIERNAS - LEG EXTENSION","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226976,"MAQUINA HIPEREXTENSION DE PIERNAS - SUPER LEG EXTENSION","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226986,"MAQUINA LANZA PAPEL PICADO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226991,"MAQUINA LANZA PELOTAS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81226996,"MAQUINA MULTICADERAS - MULTIHIP","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227016,"MAQUINA MULTIESTACION","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227026,"MAQUINA PARA ABDOMINALES","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227036,"MAQUINA PARA DELTOIDES LATERALES","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227056,"MAQUINA PARA DELTOIDES Y TRAPECIOS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227066,"MAQUINA PARA GIRO DE CINTURA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227076,"MAQUINA PEC DECK - PECTORAL FLY","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227096,"MAQUINA PREDICADOR - MAQUINA SCOTT SENTADO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227136,"MAQUINA SMITH ASIMETRICA STANDARD","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227151,"MARCADOR ELECTRONICO PORTATIL","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227166,"MARTILLO CON CABLE DE ACERO Y MANIJA PARA ATLETISMO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227475,"MINI GIMNASIO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227629,MOSQUETON,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81227900,"PANTORRILLERA ACOSTADO - PANTORRILLERA HORIZONTAL -LEG PRESS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81228016,"PANTORRILLERA PARADO - STANDING","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81228094,"TROTA MILLAS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81228132,"PANTORRILLERA SENTADO - SEATED LEG CURLING","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81228249,PARACAIDAS,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81228326,"PATADA DE GLUTEOS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81228403,"PECHERA DE METAL PARA ESGRIMA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81228713,"PERA PARA BOXEO DE CUERO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229022,PISTOLA,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229060,"POLEA ALTA - POLEA TRANSNUCA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229098,"POLEA BAJA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229117,"POLEA DE PARED","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229136,"POLEAS CRUZADAS MULTIFUNCION","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229174,"PRENSA INCLINADA - SENTADILLA HACK","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229212,"PRENSA PARA HOMBROS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229250,"PRENSA PARA PIERNAS EN 45° - PRENSA OSCILANTE","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229288,"PRESS DE PECHO VERTICAL - SEATED CHEST","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229331,REVOLVER,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229486,RIFLE,"81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229563,"RODILLO ENTRENADOR PARA BICICLETA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229641,"SABLE DE METAL","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229679,"SCOOTER SUBMARINO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229718,"SILLA AEREA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229795,"SILLA PARA EQUINO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229814,"SILLON ABDOMINAL","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229833,"SILLON ESPINAL","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229852,"SILLON FEMORAL ACOSTADO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229871,"SILLON PARA BICEPS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229890,"SILLON PARA CUADRICEPS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229909,"SILLON PARA TRICEPS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229915,"SISTEMA DE CRONOMETRAJE ELECTRONICO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229920,"SOPORTE DE GARROCHA","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229921,"SOPORTE DE VARILLAS","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229928,"UNIDAD DE JUEGO ELECTRONICO - PINBALL","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81229975,"VIDEO JUEGO","81: RECREACIÓN Y DEPORTE","22: EQUIPO"
81640050,"ARCO DE FUTBOL","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81640106,"ARCO DE POLO ACUATICO","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81640163,"BANCO PLANO - BANCO HORIZONTAL MULTIFUNCION","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81640180,"BANCO PLIOMETRICO","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81640276,"BANCO PREDICADOR","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81640391,"BARRA ASIMETRICA PARA GIMNASIA","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81640733,"BARRA DE OBSTACULOS","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81641074,"BARRA FIJA PARA GIMNASIA","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81641187,"BARRAS ASIMETRICAS","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81641300,"BARRAS PARALELAS","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81641416,CARRUSEL,"81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81641757,"CASTILLO CON ANILLOS PARA GIMNASIA","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81642098,COLUMPIO,"81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
81642269,"COLUMPIO SUBE Y BAJA","81: RECREACIÓN Y DEPORTE","64: MOBILIARIO"
